customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,churn_value
5199-FPUSP,Male,64,No,No,No,Yes,2,No,0,33,None,No,0.0,No,Yes,Cable,12,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,34.05,1113.95,0.0,0,0.0,1113.95,0
7820-ZYGNY,Male,33,No,No,No,No,0,No,0,63,None,Yes,9.21,Yes,Yes,Fiber Optic,28,No,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,90.45,5825.5,0.0,100,580.23,6505.73,0
1456-TWCGB,Male,34,No,No,No,No,0,No,0,4,None,Yes,38.01,No,Yes,Cable,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,49.25,208.45,0.0,0,152.04,360.49,0
5197-YPYBZ,Female,39,No,No,Yes,Yes,2,Yes,4,12,None,Yes,39.59,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,274.7,0.0,0,475.08,749.78,0
3672-YITQD,Male,71,No,Yes,Yes,No,0,Yes,1,36,Offer C,Yes,31.65,Yes,Yes,Fiber Optic,15,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,3021.6,0.0,0,1139.4,4161.0,1
0017-IUDMW,Female,25,Yes,No,Yes,Yes,2,Yes,2,72,None,Yes,16.01,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.8,8456.75,0.0,0,1152.72,9609.47,0
6608-QQLVK,Male,35,No,No,No,No,0,No,0,1,None,Yes,39.58,No,Yes,DSL,28,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.5,50.5,0.0,0,39.58,90.08,1
2068-WWXQZ,Male,61,No,No,No,No,0,No,0,46,Offer B,Yes,30.25,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.05,902.0,0.0,0,1391.5,2293.5,0
1212-GLHMD,Male,54,No,No,No,No,0,No,0,3,Offer E,Yes,18.26,No,Yes,Fiber Optic,29,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,86.05,244.85,0.0,0,54.78,299.63,0
4765-OXPPD,Female,20,Yes,No,Yes,No,0,Yes,1,9,Offer E,Yes,6.35,No,Yes,Cable,69,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,65.0,663.05,0.0,0,57.15,720.2,1
2266-SJNAT,Female,21,Yes,No,Yes,No,0,Yes,2,72,Offer A,Yes,11.85,Yes,Yes,Fiber Optic,82,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109.15,7789.6,0.0,0,853.2,8642.8,0
2460-FPSYH,Female,72,No,Yes,No,No,0,No,0,40,None,No,0.0,No,Yes,Cable,6,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.8,2109.35,0.0,80,0.0,2189.35,1
8065-BVEPF,Male,80,No,Yes,No,No,0,No,0,65,Offer B,Yes,18.23,No,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.1,6496.15,0.0,0,1184.95,7681.1,0
1104-FEJAM,Male,52,No,No,Yes,Yes,2,Yes,2,28,None,Yes,9.31,Yes,Yes,DSL,19,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.4,1802.15,0.0,0,260.68,2062.83,0
6497-TILVL,Female,20,Yes,No,Yes,Yes,2,Yes,1,7,None,Yes,25.64,No,Yes,DSL,71,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.7,350.35,0.0,0,179.48,529.83,0
6923-AQONU,Male,32,No,No,Yes,Yes,1,Yes,1,23,Offer D,Yes,18.91,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.9,454.0,0.0,0,434.93,888.93,0
8624-GIOUT,Female,40,No,No,No,No,0,No,0,49,Offer B,Yes,35.87,Yes,Yes,DSL,30,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.75,2934.3,0.0,0,1757.63,4691.93,1
1074-WVEVG,Female,29,Yes,No,Yes,No,0,Yes,6,59,None,Yes,31.43,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35,1267.0,0.0,0,1854.37,3121.37,0
2773-OVBPK,Male,60,No,No,Yes,No,0,Yes,1,67,Offer A,Yes,21.71,Yes,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.3,7567.2,36.66,0,1454.57,8985.11,0
3370-GQEAL,Male,63,No,No,Yes,Yes,2,Yes,9,30,None,Yes,21.72,Yes,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,85.45,2509.95,23.13,120,651.6,3258.42,0
5909-ECHUI,Female,49,No,No,No,No,0,No,0,1,None,Yes,26.14,No,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56.25,56.25,0.0,0,26.14,82.39,1
3280-NMUVX,Male,53,No,No,Yes,No,0,Yes,7,34,None,Yes,26.03,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,678.8,0.0,0,885.02,1563.82,0
7649-SIJJF,Male,36,No,No,Yes,No,0,Yes,5,71,Offer A,Yes,10.97,Yes,Yes,DSL,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.1,5585.4,0.0,0,778.87,6364.27,0
6308-CQRBU,Female,32,No,No,Yes,No,0,Yes,7,71,None,Yes,29.78,Yes,Yes,Fiber Optic,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.25,7707.7,0.0,0,2114.38,9822.08,0
7799-LGRDP,Female,42,No,No,No,No,0,No,0,43,None,Yes,25.53,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.7,1188.2,0.0,0,1097.79,2285.99,0
0650-BWOZN,Female,71,No,Yes,No,No,0,No,0,18,None,Yes,7.51,No,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,73.55,1359.45,0.0,0,135.18,1494.63,0
8259-NFJTV,Female,37,No,No,Yes,Yes,1,Yes,8,7,None,No,0.0,No,Yes,Cable,17,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,34.65,246.6,0.0,0,0.0,246.6,0
7997-EASSD,Female,56,No,No,Yes,No,0,Yes,1,63,Offer B,Yes,38.85,Yes,Yes,Fiber Optic,27,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,81.2,4965.1,0.0,0,2447.55,7412.65,0
5181-OABFK,Female,59,No,No,Yes,Yes,3,Yes,7,56,None,Yes,18.99,No,Yes,Cable,53,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,61.3,3346.8,0.0,0,1063.44,4410.24,0
9750-BOOHV,Female,60,No,No,No,No,0,No,0,32,Offer C,No,0.0,No,Yes,DSL,18,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,30.15,927.65,0.0,0,0.0,927.65,0
5510-BOIUJ,Male,35,No,No,No,Yes,7,No,0,1,None,Yes,12.81,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.25,19.25,0.0,0,12.81,32.06,1
2808-CHTDM,Female,47,No,No,Yes,Yes,2,Yes,4,23,None,Yes,35.86,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.1,611.45,0.0,0,824.78,1436.23,0
7932-WPTDS,Female,77,No,Yes,Yes,No,0,Yes,1,1,None,No,0.0,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.8,24.8,0.0,0,0.0,24.8,1
8665-UTDHZ,Male,27,Yes,No,Yes,No,0,Yes,1,1,None,No,0.0,No,Yes,DSL,58,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.2,30.2,0.0,0,0.0,30.2,1
2495-TTHBQ,Female,52,No,No,No,Yes,1,No,0,4,None,Yes,32.15,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.4,84.75,0.0,0,128.6,213.35,0
4749-VFKVB,Female,47,No,No,No,No,0,No,0,1,None,Yes,46.49,Yes,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.1,50.1,0.0,0,46.49,96.59,1
0420-BWTPW,Male,40,No,No,No,No,0,No,0,8,None,No,0.0,No,Yes,DSL,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,25.5,215.2,0.0,0,0.0,215.2,1
1776-SPBWV,Female,43,No,No,Yes,Yes,1,Yes,1,34,Offer C,Yes,41.72,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.1,682.1,0.0,0,1418.48,2100.58,0
9227-UAQFT,Male,40,No,No,No,No,0,No,0,16,Offer D,Yes,40.17,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,284.35,0.0,0,642.72,927.07,0
5857-TYBCJ,Male,72,No,Yes,Yes,No,0,Yes,6,44,Offer B,Yes,14.65,Yes,Yes,Fiber Optic,30,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,89.2,4040.2,0.0,0,644.6,4684.8,0
3583-EKAPL,Male,25,Yes,No,No,No,0,No,0,1,None,Yes,47.22,No,Yes,Cable,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.0,55.0,0.0,0,47.22,102.22,1
7105-MXJLL,Female,76,No,Yes,Yes,No,0,Yes,2,26,None,Yes,17.12,No,Yes,Cable,17,No,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,60.7,1597.4,0.0,0,445.12,2042.52,0
7817-OMJNA,Male,23,Yes,No,No,No,0,No,0,14,Offer D,Yes,36.42,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.4,275.7,0.0,0,509.88,785.58,0
7786-WBJYI,Female,31,No,No,No,No,0,No,0,4,None,Yes,30.95,Yes,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.95,305.55,0.0,0,123.8,429.35,1
7677-SJJJK,Male,26,Yes,No,Yes,No,0,Yes,5,8,Offer E,Yes,48.39,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,153.95,0.0,0,387.12,541.07,0
9514-JDSKI,Male,77,No,Yes,Yes,No,0,Yes,1,1,Offer E,No,0.0,No,Yes,DSL,12,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.2,40.2,0.0,0,0.0,40.2,1
0929-HYQEW,Male,20,Yes,No,No,No,0,No,0,3,None,Yes,17.42,No,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,160.85,0.0,0,52.26,213.11,0
5917-HBSDW,Female,20,Yes,No,Yes,Yes,2,Yes,1,37,None,Yes,2.68,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.35,683.75,0.0,0,99.16,782.91,0
6339-YPSAH,Male,54,No,No,No,No,0,No,0,9,None,Yes,1.85,No,Yes,Fiber Optic,22,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,73.8,704.3,0.0,50,16.65,770.95,0
5797-APWZC,Female,41,No,No,No,No,0,No,0,1,Offer E,Yes,31.68,No,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.6,90.6,0.0,0,31.68,122.28,1
1596-BBVTG,Male,53,No,No,No,No,0,No,0,35,Offer C,Yes,25.04,Yes,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.35,2636.05,0.0,0,876.4,3512.45,1
9451-LPGOO,Male,22,Yes,No,No,No,0,No,0,7,Offer E,Yes,30.61,Yes,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.8,620.35,0.0,0,214.27,834.62,1
7537-CBQUZ,Male,68,No,Yes,No,No,0,No,0,63,None,Yes,26.11,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.4,7031.45,0.0,0,1644.93,8676.38,0
4694-PHWFW,Female,26,Yes,No,No,Yes,3,No,0,8,None,Yes,45.87,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.95,170.9,0.0,0,366.96,537.86,0
0125-LZQXK,Male,42,No,No,No,No,0,No,0,15,Offer D,Yes,45.92,No,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1553.95,0.0,0,688.8,2242.75,1
7251-XFOIL,Female,60,No,No,No,No,0,No,0,61,Offer B,Yes,14.52,Yes,Yes,Fiber Optic,27,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.2,5500.6,0.0,0,885.72,6386.32,0
9782-LGXMC,Female,35,No,No,Yes,Yes,1,Yes,6,49,None,Yes,35.29,No,Yes,DSL,28,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.75,3024.15,0.0,0,1729.21,4753.36,0
0895-LMRSF,Male,34,No,No,No,No,0,No,0,23,None,Yes,46.4,No,Yes,Cable,23,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,64.9,1509.8,0.0,130,1067.2,2707.0,0
8740-XLHDR,Male,30,No,No,No,No,0,No,0,5,None,No,0.0,No,Yes,Cable,59,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,43.25,219.0,0.0,0,0.0,219.0,1
2856-HYAPG,Female,62,No,No,No,No,0,No,0,1,Offer E,Yes,12.4,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.65,68.65,0.0,0,12.4,81.05,1
7688-AWMDX,Male,21,Yes,No,Yes,No,0,Yes,5,71,None,Yes,48.32,No,Yes,DSL,59,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,54.5,3778.2,0.0,0,3430.72,7208.92,0
3108-PCCGG,Male,75,No,Yes,Yes,No,0,Yes,3,72,Offer A,Yes,16.72,Yes,Yes,Cable,9,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,84.45,5899.85,0.0,0,1203.84,7103.69,0
5583-SXDAG,Male,41,No,No,Yes,No,0,Yes,1,1,Offer E,Yes,19.15,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.0,70.0,0.0,10,19.15,99.15,1
6754-WKSHP,Male,61,No,No,No,Yes,2,No,0,30,Offer C,Yes,4.27,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.35,723.3,0.0,0,128.1,851.4,0
9000-PLFUZ,Female,70,No,Yes,Yes,No,0,Yes,3,60,None,No,0.0,No,Yes,DSL,22,No,Yes,No,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,49.45,2907.55,0.0,40,0.0,2947.55,0
1842-EZJMK,Male,28,Yes,No,Yes,No,0,Yes,1,50,Offer B,Yes,34.14,Yes,Yes,Fiber Optic,69,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.7,5071.05,36.61,0,1707.0,6741.44,1
9385-NXKDA,Female,53,No,No,Yes,No,0,Yes,7,72,Offer A,Yes,17.28,Yes,Yes,DSL,11,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,82.65,5919.35,0.0,0,1244.16,7163.51,0
2546-KZAAT,Male,28,Yes,No,Yes,No,0,Yes,9,52,None,Yes,10.4,No,Yes,DSL,85,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.4,3865.45,0.0,0,540.8,4406.25,0
1241-FPMOF,Male,31,No,No,No,No,0,No,0,52,None,Yes,21.98,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,1025.05,0.0,0,1142.96,2168.01,0
6693-FRIRW,Male,61,No,No,No,No,0,No,0,18,None,Yes,7.56,No,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,101.3,1794.65,0.0,0,136.08,1930.73,0
2321-OMBXY,Female,55,No,No,Yes,No,0,Yes,1,38,Offer C,Yes,42.14,No,Yes,DSL,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.3,3058.65,0.0,0,1601.32,4659.97,1
6344-SFJVH,Female,41,No,No,No,No,0,No,0,20,None,No,0.0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.9,505.95,0.0,0,0.0,505.95,0
6097-EQISJ,Female,41,No,No,Yes,No,0,Yes,1,66,Offer A,Yes,48.77,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,102.45,6615.15,0.0,130,3218.82,9963.97,1
0744-GKNGE,Female,31,No,No,Yes,Yes,2,No,0,64,Offer B,Yes,27.74,Yes,Yes,Fiber Optic,12,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.8,5327.25,0.0,0,1775.36,7102.61,0
9796-BPKIW,Male,67,No,Yes,No,No,0,No,0,8,None,Yes,42.53,No,Yes,Fiber Optic,6,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,69.95,562.7,0.0,0,340.24,902.94,0
3946-JEWRQ,Male,21,Yes,No,Yes,No,0,Yes,1,47,None,Yes,20.93,Yes,Yes,Fiber Optic,85,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,95.2,4563.0,0.0,80,983.71,5626.71,0
0440-EKDCF,Male,47,No,No,Yes,No,0,Yes,1,62,Offer B,Yes,33.7,No,Yes,Cable,15,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,60.15,3753.2,0.0,0,2089.4,5842.6,0
4488-KQFDT,Female,21,Yes,No,No,No,0,No,0,61,Offer B,Yes,15.44,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95,6423.0,0.0,0,941.84,7364.84,0
1448-CYWKC,Female,61,No,No,Yes,Yes,3,Yes,2,58,None,Yes,43.01,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.2,6225.4,34.83,0,2494.58,8685.15,0
7567-ECMCM,Male,23,Yes,No,No,No,0,No,0,24,None,Yes,35.3,No,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,79.85,2001.0,0.0,0,847.2,2848.2,0
8111-RKSPX,Male,20,Yes,No,No,No,0,No,0,4,Offer E,Yes,29.98,Yes,Yes,Fiber Optic,71,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,72.2,305.55,0.0,0,119.92,425.47,1
4415-WNGVR,Female,73,No,Yes,Yes,No,0,Yes,3,12,None,Yes,37.15,No,Yes,DSL,13,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,79.2,943.85,0.0,20,445.8,1409.65,0
5150-ITWWB,Male,65,No,Yes,No,No,0,No,0,3,Offer E,Yes,37.78,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.85,335.75,0.0,0,113.34,449.09,0
5039-LZRQT,Female,52,No,No,No,No,0,No,0,13,None,Yes,26.57,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.2,273.25,0.0,0,345.41,618.66,0
5815-HGGHV,Male,45,No,No,Yes,No,0,Yes,3,20,Offer D,Yes,33.78,No,Yes,DSL,18,Yes,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,64.15,1274.45,0.0,100,675.6,2050.05,0
1273-MTETI,Female,69,No,Yes,No,No,0,No,0,4,None,Yes,12.86,Yes,Yes,Fiber Optic,4,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,372.45,0.0,0,51.44,423.89,1
6505-OZNPG,Female,21,Yes,No,No,No,0,No,0,6,None,No,0.0,No,Yes,Cable,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Mailed Check,63.4,348.8,0.0,10,0.0,358.8,0
5501-TVMGM,Male,21,Yes,No,No,No,0,No,0,1,None,Yes,39.19,No,Yes,DSL,69,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.25,55.25,0.0,60,39.19,154.44,0
5268-DSMNQ,Female,65,No,Yes,Yes,No,0,Yes,5,62,None,Yes,11.41,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,97.95,5936.55,0.0,0,707.42,6643.97,0
5256-SKJGO,Female,48,No,No,Yes,No,0,Yes,1,64,None,No,0.0,No,Yes,DSL,30,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,54.6,3423.5,0.0,0,0.0,3423.5,0
7162-WPHPM,Male,44,No,No,Yes,Yes,3,Yes,1,58,None,Yes,40.57,Yes,Yes,DSL,25,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,71.6,4230.25,45.54,0,2353.06,6537.77,0
6198-RTPMF,Female,46,No,No,Yes,No,0,Yes,10,17,Offer D,Yes,9.22,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,92.6,1579.7,0.0,0,156.74,1736.44,0
1452-VOQCH,Male,61,No,No,No,No,0,No,0,1,None,Yes,4.53,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,75.1,0.0,0,4.53,79.63,0
2626-URJFX,Male,55,No,No,Yes,Yes,3,Yes,1,4,Offer E,Yes,8.58,Yes,Yes,DSL,57,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,225.6,0.0,0,34.32,259.92,1
1755-FZQEC,Male,26,Yes,No,No,No,0,No,0,39,Offer C,Yes,48.02,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,791.15,20.17,0,1872.78,2643.76,0
5847-MXBEO,Male,42,No,No,No,No,0,No,0,22,Offer D,Yes,10.36,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,475.1,0.0,0,227.92,703.02,0
8740-CRYFY,Male,62,No,No,No,No,0,No,0,1,Offer E,Yes,23.96,No,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,78.95,0.0,0,23.96,102.91,1
3804-RVTGV,Male,55,No,No,Yes,No,0,Yes,6,50,Offer B,Yes,42.21,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,5017.9,0.0,0,2110.5,7128.4,1
3785-NRHYR,Male,40,No,No,No,No,0,No,0,1,None,Yes,16.91,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,19.65,0.0,0,16.91,36.56,0
7016-NVRIC,Male,73,No,Yes,Yes,No,0,Yes,10,29,None,Yes,32.03,No,Yes,Fiber Optic,16,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,90.1,2656.7,0.0,0,928.87,3585.57,0
1833-VGRUM,Female,70,No,Yes,No,No,0,No,0,1,Offer E,Yes,48.95,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,74.2,0.0,0,48.95,123.15,1
7404-JLKQG,Female,21,Yes,No,No,No,0,No,0,3,None,Yes,48.3,No,Yes,Cable,42,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,57.55,161.45,0.0,0,144.9,306.35,0
9137-UIYPG,Female,33,No,No,Yes,Yes,3,Yes,1,35,None,Yes,26.09,No,Yes,Fiber Optic,56,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.9,3756.45,34.47,150,913.15,4785.13,0
4012-YCFAI,Male,45,No,No,Yes,No,0,Yes,5,60,None,Yes,22.22,No,Yes,DSL,16,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,61.35,3766.2,0.0,0,1333.2,5099.4,0
7636-OWBPG,Male,79,No,Yes,No,No,0,No,0,12,None,No,0.0,No,Yes,DSL,4,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,29.35,381.2,38.98,0,0.0,342.22,0
5980-BDHPY,Male,48,No,No,Yes,No,0,Yes,5,72,None,Yes,12.02,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,87.1,6230.1,0.0,0,865.44,7095.54,0
9667-TKTVZ,Female,38,No,No,No,No,0,No,0,2,None,Yes,25.81,Yes,Yes,Cable,7,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.35,117.05,0.0,0,51.62,168.67,0
3970-XGJDU,Female,45,No,No,No,No,0,No,0,62,None,Yes,24.03,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.2,1123.65,0.0,0,1489.86,2613.51,0
8917-SZTTJ,Male,31,No,No,Yes,Yes,1,Yes,7,60,None,Yes,21.98,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,1161.75,0.0,0,1318.8,2480.55,0
0774-IFUVM,Male,19,Yes,No,Yes,Yes,2,Yes,7,11,None,Yes,16.71,Yes,Yes,DSL,59,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.15,723.35,0.0,0,183.81,907.16,0
7029-IJEJK,Female,52,No,No,No,No,0,No,0,54,None,No,0.0,No,Yes,DSL,21,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,44.1,2369.7,0.0,0,0.0,2369.7,0
6283-GITPX,Male,20,Yes,No,No,Yes,3,No,0,71,Offer A,Yes,4.76,No,Yes,DSL,52,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,76.9,5522.7,0.0,0,337.96,5860.66,0
