paperless_billing,internet_service,online_security,premium_tech_support,unlimited_data,age_bins,family_size_bins,number_of_referrals_bins,contract,offer,payment_method,internet_type,total_of_services_add,tenure_in_months_bins,monthly_charge,churn_value
Yes,Yes,No,Yes,Yes,3,1,0,One Year,Offer D,Bank Withdrawal,Cable,4,2,49.45,0
No,No,No,No,No,3,0,0,Month-to-Month,Offer D,Credit Card,None,1,1,19.7,0
No,No,No,No,No,2,0,0,Two Year,None,Credit Card,None,1,3,19.65,0
Yes,Yes,No,Yes,Yes,0,0,3,One Year,Offer B,Credit Card,Fiber Optic,6,4,102.45,0
No,No,No,No,No,1,0,0,Month-to-Month,None,Credit Card,None,1,0,20.25,0
No,Yes,Yes,Yes,No,2,0,3,One Year,None,Bank Withdrawal,Cable,4,4,55.9,0
Yes,Yes,Yes,No,Yes,1,1,0,One Year,None,Bank Withdrawal,Cable,7,3,64.4,0
No,No,No,No,No,3,2,3,One Year,Offer E,Credit Card,None,1,0,19.45,0
No,Yes,No,Yes,Yes,1,0,0,One Year,Offer B,Credit Card,DSL,6,3,70.75,0
Yes,Yes,No,No,No,4,0,0,Month-to-Month,None,Bank Withdrawal,DSL,2,0,39.65,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,DSL,4,0,50.75,1
Yes,Yes,No,No,Yes,0,0,2,Month-to-Month,None,Credit Card,Fiber Optic,5,3,77.75,0
Yes,Yes,No,Yes,Yes,2,0,0,One Year,None,Credit Card,Fiber Optic,6,4,104.65,0
No,No,No,No,No,0,0,2,Month-to-Month,None,Credit Card,None,1,3,20.5,0
Yes,Yes,Yes,No,Yes,4,0,3,One Year,None,Bank Withdrawal,Fiber Optic,7,3,101.9,0
No,Yes,Yes,Yes,Yes,2,1,0,Two Year,Offer B,Credit Card,Fiber Optic,8,3,115.25,0
Yes,No,No,No,No,0,1,2,Month-to-Month,None,Mailed Check,None,1,3,20.65,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,70.3,1
No,No,No,No,No,3,0,0,Two Year,Offer B,Credit Card,None,2,3,24.0,0
No,No,No,No,No,2,0,3,Two Year,Offer C,Credit Card,None,1,3,20.05,0
Yes,Yes,No,No,No,4,0,2,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,74.6,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,5,2,89.4,1
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Mailed Check,Fiber Optic,4,1,75.75,0
Yes,Yes,No,Yes,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,3,100.1,1
No,No,No,No,No,1,2,0,One Year,None,Credit Card,None,1,0,19.0,0
Yes,No,No,No,No,3,1,3,Two Year,None,Credit Card,None,1,4,19.8,0
Yes,No,No,No,No,3,0,0,Two Year,None,Credit Card,None,1,2,19.95,0
No,No,No,No,No,0,2,2,Two Year,None,Credit Card,None,1,2,19.35,0
Yes,Yes,No,Yes,Yes,1,0,1,One Year,None,Credit Card,Cable,5,1,65.6,0
Yes,Yes,No,No,Yes,2,1,2,Two Year,None,Credit Card,Fiber Optic,6,4,84.4,0
No,No,No,No,No,0,0,2,One Year,None,Credit Card,None,1,3,20.1,0
Yes,Yes,Yes,No,Yes,1,1,3,One Year,Offer C,Mailed Check,Cable,6,3,60.8,0
Yes,Yes,No,Yes,Yes,0,0,0,One Year,None,Credit Card,Cable,5,3,53.75,0
Yes,Yes,No,No,Yes,4,0,0,Two Year,None,Bank Withdrawal,Cable,2,2,46.35,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer E,Bank Withdrawal,DSL,2,0,24.95,1
No,Yes,No,No,No,3,1,0,Month-to-Month,None,Credit Card,DSL,2,3,30.1,1
No,No,No,No,No,1,0,2,Month-to-Month,None,Bank Withdrawal,None,1,0,20.15,0
No,Yes,Yes,Yes,Yes,2,2,2,Two Year,None,Bank Withdrawal,Cable,6,4,80.65,0
No,No,No,No,No,2,1,0,Two Year,None,Credit Card,None,1,3,20.6,0
Yes,No,No,No,No,3,0,0,Two Year,Offer A,Credit Card,None,2,4,25.15,0
Yes,Yes,No,Yes,Yes,4,0,0,One Year,None,Bank Withdrawal,Fiber Optic,5,3,99.1,0
No,Yes,Yes,No,Yes,2,0,0,One Year,Offer C,Credit Card,DSL,5,3,74.75,0
No,Yes,Yes,Yes,Yes,3,2,2,Month-to-Month,Offer C,Bank Withdrawal,Cable,6,2,81.0,0
No,Yes,Yes,Yes,Yes,0,1,3,Two Year,None,Credit Card,DSL,7,4,74.5,0
Yes,Yes,Yes,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,1,73.5,1
Yes,Yes,Yes,No,Yes,1,0,0,Month-to-Month,Offer E,Bank Withdrawal,DSL,7,1,65.5,0
No,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer E,Credit Card,Cable,2,0,45.0,0
Yes,Yes,Yes,No,Yes,0,0,0,One Year,Offer B,Credit Card,Fiber Optic,5,3,100.9,0
Yes,Yes,No,No,Yes,0,0,2,One Year,None,Bank Withdrawal,Fiber Optic,4,3,94.85,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,6,3,103.45,1
Yes,Yes,Yes,No,Yes,2,0,2,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,4,104.25,0
No,Yes,Yes,No,Yes,3,0,2,Two Year,None,Bank Withdrawal,DSL,6,4,70.95,0
Yes,Yes,Yes,No,Yes,1,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,7,2,99.25,1
No,No,No,No,No,0,0,0,Month-to-Month,None,Bank Withdrawal,None,2,3,25.4,0
Yes,Yes,Yes,Yes,Yes,4,0,0,Two Year,Offer A,Bank Withdrawal,Fiber Optic,8,4,115.05,0
Yes,No,No,No,No,2,0,0,Two Year,None,Bank Withdrawal,None,1,3,20.6,0
No,Yes,No,Yes,Yes,1,0,2,Month-to-Month,None,Bank Withdrawal,Cable,6,3,61.35,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer D,Credit Card,DSL,4,2,51.8,0
No,No,No,No,No,3,0,0,Month-to-Month,None,Bank Withdrawal,None,1,0,20.05,1
No,Yes,No,Yes,Yes,2,1,2,One Year,None,Credit Card,DSL,3,1,30.25,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer D,Credit Card,DSL,3,1,44.65,0
Yes,Yes,No,No,No,3,0,2,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,2,3,70.3,1
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Credit Card,Fiber Optic,4,3,94.8,0
Yes,Yes,No,No,No,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,79.9,1
No,No,No,No,No,2,0,0,Month-to-Month,None,Credit Card,None,2,1,23.15,1
Yes,Yes,No,No,No,3,0,0,One Year,None,Bank Withdrawal,Fiber Optic,5,4,105.9,0
Yes,Yes,Yes,No,No,3,0,0,Two Year,None,Credit Card,Cable,4,3,63.25,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Cable,3,0,50.6,1
Yes,Yes,No,No,Yes,1,0,0,One Year,Offer C,Credit Card,DSL,6,3,68.95,0
No,No,No,No,No,2,1,0,Month-to-Month,Offer C,Credit Card,None,1,3,20.05,0
Yes,Yes,No,No,Yes,2,1,0,Month-to-Month,Offer D,Credit Card,Fiber Optic,5,2,89.1,0
Yes,Yes,No,Yes,No,3,0,0,Month-to-Month,Offer D,Credit Card,Cable,5,1,83.8,1
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,3,96.5,1
Yes,Yes,No,No,Yes,2,0,0,One Year,Offer B,Bank Withdrawal,Fiber Optic,4,4,94.0,0
No,Yes,Yes,Yes,Yes,3,0,3,Two Year,None,Credit Card,DSL,7,4,64.05,0
No,No,No,No,No,0,1,3,Two Year,Offer A,Bank Withdrawal,None,1,4,20.3,0
No,Yes,No,Yes,Yes,2,0,0,One Year,None,Credit Card,DSL,4,3,35.55,0
No,No,No,No,No,0,0,0,Month-to-Month,Offer D,Credit Card,None,1,2,19.9,0
No,No,No,No,No,2,0,0,Two Year,Offer B,Mailed Check,None,1,3,19.9,0
Yes,Yes,Yes,Yes,Yes,4,1,3,Two Year,Offer B,Bank Withdrawal,Fiber Optic,7,3,110.2,0
No,Yes,No,Yes,Yes,1,0,0,One Year,Offer C,Bank Withdrawal,Fiber Optic,6,3,95.0,0
Yes,Yes,No,Yes,Yes,3,0,3,Month-to-Month,None,Credit Card,Fiber Optic,4,3,95.7,0
No,Yes,No,Yes,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Cable,5,0,75.15,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,84.2,1
Yes,Yes,Yes,No,Yes,2,1,0,Month-to-Month,Offer D,Bank Withdrawal,DSL,6,2,69.1,0
No,Yes,No,No,Yes,4,0,0,One Year,Offer A,Credit Card,Fiber Optic,6,4,105.0,0
No,Yes,Yes,Yes,Yes,2,0,3,Two Year,None,Credit Card,Fiber Optic,8,4,115.8,0
No,Yes,No,Yes,No,0,0,0,Month-to-Month,Offer C,Credit Card,Fiber Optic,5,3,85.3,1
Yes,Yes,Yes,Yes,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,8,2,106.65,0
No,Yes,Yes,Yes,Yes,0,1,2,Month-to-Month,None,Mailed Check,Fiber Optic,6,2,84.4,0
Yes,Yes,Yes,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,DSL,5,2,56.0,0
No,Yes,No,No,Yes,0,1,3,Month-to-Month,Offer C,Bank Withdrawal,DSL,6,3,62.45,0
No,No,No,No,No,3,0,0,Two Year,Offer D,Credit Card,None,1,2,19.4,0
Yes,Yes,No,Yes,Yes,2,0,0,Month-to-Month,None,Mailed Check,Fiber Optic,5,0,99.15,1
Yes,No,No,No,No,0,0,1,Month-to-Month,None,Credit Card,None,1,1,20.55,0
Yes,Yes,Yes,Yes,Yes,0,1,0,Two Year,None,Bank Withdrawal,Fiber Optic,8,4,114.0,0
Yes,Yes,Yes,Yes,Yes,4,0,1,One Year,Offer B,Bank Withdrawal,Fiber Optic,8,3,115.6,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Mailed Check,Fiber Optic,3,0,69.9,1
No,No,No,No,No,2,1,3,Two Year,Offer E,Credit Card,None,1,1,19.75,0
No,No,No,No,No,3,0,0,One Year,Offer D,Credit Card,None,1,2,20.05,0
No,No,No,No,No,0,0,0,Two Year,Offer B,Mailed Check,None,1,3,20.0,0
No,Yes,No,Yes,Yes,1,0,3,Month-to-Month,None,Bank Withdrawal,DSL,4,3,50.2,0
No,No,No,No,No,0,1,2,One Year,None,Credit Card,None,1,0,20.4,0
No,Yes,Yes,Yes,No,3,0,0,One Year,None,Credit Card,DSL,6,3,74.65,0
No,No,No,No,No,2,0,0,Month-to-Month,Offer E,Credit Card,None,1,0,19.3,0
No,Yes,Yes,Yes,Yes,1,2,3,Two Year,None,Bank Withdrawal,DSL,8,4,80.2,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,79.55,1
No,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer E,Bank Withdrawal,DSL,3,0,44.45,0
Yes,Yes,Yes,No,No,3,0,0,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,5,3,94.4,1
No,Yes,No,Yes,Yes,2,2,3,One Year,None,Credit Card,Fiber Optic,5,3,103.05,0
No,No,No,No,No,3,1,0,One Year,Offer E,Credit Card,None,2,0,24.1,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,74.7,1
No,Yes,Yes,No,Yes,3,0,0,Two Year,None,Credit Card,DSL,5,3,55.25,0
Yes,Yes,Yes,No,Yes,3,0,0,Month-to-Month,Offer C,Credit Card,Fiber Optic,6,3,94.3,0
No,Yes,No,No,No,0,0,0,Month-to-Month,None,Credit Card,DSL,1,0,24.4,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,4,95.9,0
No,No,No,No,No,2,1,0,Month-to-Month,None,Credit Card,None,1,0,19.75,1
No,Yes,Yes,Yes,Yes,0,2,3,Two Year,Offer A,Bank Withdrawal,DSL,8,4,86.85,0
No,Yes,Yes,No,No,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,91.2,0
No,Yes,Yes,Yes,Yes,3,0,3,Two Year,None,Bank Withdrawal,DSL,6,4,65.5,0
Yes,No,No,No,No,3,1,0,Month-to-Month,None,Bank Withdrawal,None,1,0,20.05,0
Yes,Yes,No,No,Yes,3,2,3,Month-to-Month,Offer C,Credit Card,Fiber Optic,5,3,90.05,0
Yes,Yes,No,No,No,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,2,3,70.4,0
Yes,Yes,Yes,Yes,Yes,2,0,0,Month-to-Month,Offer D,Credit Card,Fiber Optic,7,2,88.8,0
No,Yes,No,No,Yes,3,0,2,One Year,Offer A,Bank Withdrawal,Fiber Optic,6,4,104.1,1
No,Yes,No,Yes,Yes,4,0,0,Two Year,None,Bank Withdrawal,DSL,6,3,59.6,0
No,Yes,Yes,Yes,Yes,0,0,0,One Year,Offer C,Bank Withdrawal,DSL,5,3,41.15,0
Yes,Yes,No,Yes,Yes,0,0,2,One Year,None,Credit Card,DSL,6,4,70.15,0
Yes,Yes,Yes,No,Yes,3,0,3,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,6,1,84.6,0
Yes,Yes,No,Yes,Yes,0,0,0,One Year,None,Bank Withdrawal,Fiber Optic,6,0,105.65,1
Yes,Yes,Yes,Yes,Yes,0,0,0,Month-to-Month,Offer C,Credit Card,Fiber Optic,7,3,108.15,1
No,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,68.95,1
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,76.65,1
No,Yes,No,No,Yes,3,2,3,One Year,None,Bank Withdrawal,Fiber Optic,6,2,83.15,0
No,Yes,No,No,Yes,4,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,78.95,1
Yes,Yes,Yes,Yes,Yes,3,0,0,Two Year,None,Bank Withdrawal,DSL,7,1,61.9,0
Yes,Yes,Yes,No,Yes,3,2,3,Month-to-Month,None,Credit Card,Fiber Optic,6,4,97.55,0
No,No,No,No,No,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,None,1,0,20.95,0
No,Yes,Yes,Yes,Yes,2,0,3,Two Year,None,Bank Withdrawal,DSL,7,4,64.75,0
No,Yes,No,Yes,Yes,2,0,0,Month-to-Month,Offer E,Credit Card,Cable,4,0,70.7,0
No,Yes,Yes,No,Yes,4,0,3,One Year,Offer E,Bank Withdrawal,DSL,4,1,60.9,0
Yes,No,No,No,No,2,0,0,Month-to-Month,Offer D,Credit Card,None,1,2,19.6,0
No,Yes,Yes,No,Yes,1,1,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,5,0,89.85,0
No,No,No,No,No,3,2,0,Two Year,None,Credit Card,None,2,2,24.2,0
Yes,Yes,Yes,Yes,No,1,0,3,Two Year,Offer A,Bank Withdrawal,Fiber Optic,7,4,103.95,0
No,No,No,No,No,2,0,0,Two Year,None,Credit Card,None,1,3,20.25,0
No,No,No,No,No,3,0,0,Month-to-Month,Offer E,Mailed Check,None,1,1,20.05,1
Yes,Yes,No,No,No,0,2,2,Month-to-Month,None,Bank Withdrawal,DSL,5,0,69.15,0
Yes,Yes,No,No,Yes,4,0,2,Month-to-Month,Offer C,Credit Card,Fiber Optic,4,3,85.2,0
Yes,Yes,No,No,Yes,4,0,0,One Year,None,Bank Withdrawal,Fiber Optic,5,3,99.85,0
Yes,Yes,No,Yes,Yes,4,0,0,Month-to-Month,Offer E,Credit Card,Fiber Optic,6,0,95.1,1
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer C,Credit Card,DSL,4,2,54.15,1
Yes,Yes,No,No,Yes,1,0,3,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,5,2,80.5,0
No,No,No,No,No,2,0,0,Month-to-Month,None,Mailed Check,None,1,2,19.9,0
No,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Cable,2,0,44.6,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer D,Mailed Check,Cable,3,2,31.1,0
Yes,Yes,No,Yes,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,105.0,1
Yes,No,No,No,No,3,0,0,One Year,Offer D,Mailed Check,None,1,2,19.7,0
Yes,Yes,Yes,Yes,No,4,0,0,Two Year,None,Credit Card,Fiber Optic,7,4,116.1,0
Yes,Yes,No,No,Yes,3,0,2,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,4,3,95.4,0
Yes,No,No,No,No,1,0,0,Two Year,None,Credit Card,None,1,3,20.55,0
No,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,DSL,3,0,45.35,1
Yes,No,No,No,No,2,0,0,Month-to-Month,Offer C,Mailed Check,None,1,3,20.15,0
No,No,No,No,No,4,0,0,Two Year,None,Bank Withdrawal,None,1,0,19.2,0
No,Yes,Yes,Yes,Yes,0,1,3,Two Year,Offer B,Bank Withdrawal,Cable,4,3,34.2,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,69.6,1
Yes,Yes,Yes,Yes,Yes,1,0,0,One Year,None,Bank Withdrawal,DSL,6,3,59.85,0
No,No,No,No,No,0,2,1,Two Year,None,Credit Card,None,1,3,20.0,0
Yes,Yes,Yes,Yes,No,0,2,2,Two Year,None,Bank Withdrawal,Cable,6,4,83.3,0
No,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,3,85.45,1
Yes,No,No,No,No,3,0,0,Two Year,None,Credit Card,None,2,4,25.8,0
No,Yes,No,No,Yes,4,0,0,Two Year,Offer E,Mailed Check,DSL,4,0,49.95,0
No,Yes,Yes,Yes,No,2,0,2,Two Year,Offer A,Credit Card,DSL,7,4,92.3,0
No,Yes,Yes,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,2,93.85,1
Yes,Yes,Yes,Yes,Yes,1,0,3,One Year,None,Credit Card,Fiber Optic,5,4,96.9,0
Yes,Yes,No,No,Yes,1,0,0,One Year,None,Credit Card,Fiber Optic,4,2,74.65,0
No,Yes,Yes,No,Yes,3,1,0,Month-to-Month,None,Bank Withdrawal,DSL,5,3,40.2,1
No,Yes,No,No,Yes,3,0,2,Month-to-Month,None,Bank Withdrawal,DSL,3,2,54.6,0
Yes,Yes,Yes,No,Yes,1,0,0,Month-to-Month,Offer B,Credit Card,DSL,4,3,50.55,0
No,No,No,No,No,3,1,0,Two Year,None,Credit Card,None,1,3,20.05,0
Yes,Yes,No,No,Yes,4,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,6,4,104.15,1
Yes,Yes,Yes,No,Yes,2,0,1,One Year,Offer B,Bank Withdrawal,Fiber Optic,6,3,104.45,0
Yes,Yes,No,Yes,Yes,1,1,3,Two Year,None,Bank Withdrawal,DSL,3,3,40.55,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer E,Bank Withdrawal,DSL,2,0,34.7,1
No,Yes,No,No,Yes,0,2,2,One Year,None,Credit Card,DSL,4,3,60.6,0
No,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Credit Card,DSL,2,2,25.15,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,5,2,78.95,1
Yes,Yes,No,No,No,0,0,0,Month-to-Month,Offer E,Mailed Check,Fiber Optic,3,0,74.6,1
No,No,No,No,No,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,None,1,1,20.15,0
No,Yes,Yes,No,Yes,0,0,3,Month-to-Month,Offer D,Bank Withdrawal,DSL,3,2,28.5,0
No,Yes,Yes,No,Yes,2,0,0,Month-to-Month,Offer B,Credit Card,DSL,5,3,54.55,0
No,No,No,No,No,2,0,0,Month-to-Month,None,Credit Card,None,1,1,19.2,0
No,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,5,3,98.05,0
Yes,Yes,No,Yes,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Cable,6,3,87.25,1
No,No,No,No,No,2,0,2,Two Year,Offer A,Bank Withdrawal,None,2,4,25.25,0
No,Yes,No,No,Yes,3,2,3,One Year,Offer C,Bank Withdrawal,Fiber Optic,5,3,100.0,0
Yes,Yes,No,No,No,1,0,0,Month-to-Month,None,Credit Card,Fiber Optic,4,0,91.5,1
No,No,No,No,No,0,0,2,One Year,None,Credit Card,None,1,1,20.1,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer C,Credit Card,Fiber Optic,5,2,88.95,0
No,Yes,No,No,Yes,2,0,3,Month-to-Month,Offer B,Bank Withdrawal,Cable,3,3,30.4,0
No,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer E,Credit Card,Cable,3,0,44.55,0
No,No,No,No,No,0,0,0,One Year,None,Credit Card,None,1,3,20.35,0
No,No,No,No,No,2,0,0,Month-to-Month,Offer E,Mailed Check,None,1,0,19.65,1
No,No,No,No,No,0,0,0,Month-to-Month,None,Mailed Check,None,1,0,19.1,0
No,Yes,Yes,Yes,Yes,3,0,0,Two Year,Offer B,Credit Card,Cable,7,4,86.45,0
No,No,No,No,No,3,0,0,Two Year,Offer B,Mailed Check,None,1,3,18.7,0
No,Yes,Yes,No,Yes,3,0,0,One Year,None,Bank Withdrawal,DSL,5,3,64.35,0
No,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,DSL,4,2,57.45,1
No,Yes,Yes,No,Yes,1,0,3,One Year,None,Credit Card,DSL,4,3,48.7,0
No,Yes,Yes,Yes,No,3,0,0,Month-to-Month,None,Bank Withdrawal,DSL,5,2,59.2,0
No,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,DSL,2,1,25.05,0
Yes,No,No,No,No,0,0,0,One Year,Offer C,Credit Card,None,1,3,20.65,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer B,Credit Card,DSL,4,3,50.15,0
Yes,Yes,Yes,No,Yes,3,0,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,94.4,0
Yes,No,No,No,No,1,0,0,Two Year,Offer A,Credit Card,None,1,4,20.8,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,1,94.0,1
Yes,Yes,No,Yes,Yes,2,0,3,Two Year,Offer B,Bank Withdrawal,Fiber Optic,6,4,94.1,1
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,2,71.8,1
Yes,Yes,Yes,No,Yes,2,2,0,Month-to-Month,Offer C,Credit Card,DSL,6,3,59.45,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,69.55,1
No,Yes,Yes,Yes,Yes,3,1,0,One Year,None,Credit Card,Cable,4,3,34.05,0
No,Yes,No,No,No,1,0,0,One Year,None,Credit Card,Fiber Optic,4,4,90.45,0
No,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Mailed Check,Cable,4,0,49.25,0
No,No,No,No,No,1,1,2,Two Year,None,Credit Card,None,2,1,25.25,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,4,3,84.1,1
Yes,Yes,Yes,Yes,Yes,0,1,1,Two Year,None,Credit Card,Fiber Optic,8,4,116.8,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,DSL,4,0,50.5,1
No,No,No,No,No,3,0,0,Two Year,Offer B,Bank Withdrawal,None,1,3,20.05,0
Yes,Yes,Yes,No,Yes,3,0,0,Month-to-Month,Offer E,Credit Card,Fiber Optic,4,0,86.05,0
No,Yes,Yes,Yes,Yes,0,0,0,Month-to-Month,Offer E,Mailed Check,Cable,7,1,65.0,1
No,Yes,No,Yes,Yes,0,0,1,One Year,Offer A,Credit Card,Fiber Optic,7,4,109.15,0
Yes,Yes,Yes,No,No,4,0,0,Month-to-Month,None,Bank Withdrawal,Cable,3,3,55.8,1
Yes,Yes,No,No,Yes,4,0,0,Two Year,Offer B,Bank Withdrawal,Fiber Optic,5,4,99.1,0
No,Yes,No,No,Yes,3,1,1,Month-to-Month,None,Bank Withdrawal,DSL,5,3,64.4,0
No,Yes,Yes,No,Yes,0,1,0,Month-to-Month,None,Credit Card,DSL,4,1,50.7,0
No,No,No,No,No,1,1,0,Two Year,Offer D,Credit Card,None,1,2,20.9,0
Yes,Yes,Yes,No,Yes,1,0,0,Month-to-Month,Offer B,Credit Card,DSL,6,3,59.75,1
No,No,No,No,No,0,0,3,One Year,None,Credit Card,None,1,3,20.35,0
Yes,Yes,No,Yes,Yes,3,0,0,Two Year,Offer A,Bank Withdrawal,Fiber Optic,7,4,111.3,0
No,Yes,No,No,No,3,1,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,3,85.45,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,DSL,3,0,56.25,1
No,No,No,No,No,3,0,3,One Year,None,Credit Card,None,1,3,19.6,0
Yes,Yes,Yes,Yes,Yes,1,0,2,Two Year,Offer A,Credit Card,DSL,8,4,80.1,0
No,Yes,No,Yes,Yes,1,0,3,Two Year,None,Bank Withdrawal,Fiber Optic,7,4,109.25,0
Yes,No,No,No,No,2,0,0,Two Year,None,Credit Card,None,2,3,25.7,0
Yes,Yes,No,No,Yes,4,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,4,2,73.55,0
No,Yes,Yes,Yes,Yes,1,1,3,Month-to-Month,None,Credit Card,Cable,4,1,34.65,0
Yes,Yes,No,Yes,Yes,3,0,0,One Year,Offer B,Credit Card,Fiber Optic,5,4,81.2,0
Yes,Yes,Yes,No,Yes,3,2,3,Two Year,None,Credit Card,Cable,6,3,61.3,0
No,Yes,Yes,No,Yes,3,0,0,One Year,Offer C,Credit Card,DSL,3,3,30.15,0
No,No,No,No,No,1,2,0,Month-to-Month,None,Credit Card,None,1,0,19.25,1
No,No,No,No,No,2,1,2,Two Year,None,Mailed Check,None,2,2,25.1,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,DSL,2,0,24.8,1
No,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,DSL,3,0,30.2,1
Yes,No,No,No,No,3,0,0,One Year,None,Credit Card,None,1,0,20.4,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Credit Card,DSL,4,0,50.1,1
No,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Mailed Check,DSL,2,1,25.5,1
Yes,No,No,No,No,2,1,0,One Year,Offer C,Bank Withdrawal,None,1,3,20.1,0
No,No,No,No,No,1,0,0,Two Year,Offer D,Mailed Check,None,1,2,19.75,0
Yes,Yes,No,No,Yes,4,0,3,Two Year,Offer B,Bank Withdrawal,Fiber Optic,5,3,89.2,0
