online_security,paperless_billing,contract,internet_type,offer,payment_method,age_bins,family_size_bins,number_of_referrals_bins,tenure_in_months_bins,total_of_services_add,monthly_charge,churn_value
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,0,4,76.65,1
No,No,One Year,Fiber Optic,None,Bank Withdrawal,3,3,3,3,6,83.15,0
No,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,4,0,0,0,3,78.95,1
Yes,Yes,Two Year,DSL,None,Bank Withdrawal,3,1,0,1,7,61.9,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Credit Card,3,3,3,6,6,97.55,0
No,No,Month-to-Month,None,Offer E,Bank Withdrawal,3,0,0,0,1,20.95,0
Yes,No,Two Year,DSL,None,Bank Withdrawal,2,1,3,6,7,64.75,0
No,No,Month-to-Month,Cable,Offer E,Credit Card,2,1,0,0,4,70.7,0
Yes,No,One Year,DSL,Offer E,Bank Withdrawal,4,1,3,1,4,60.9,0
No,Yes,Month-to-Month,None,Offer D,Credit Card,2,0,0,2,1,19.6,0
Yes,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,1,2,1,0,5,89.85,0
No,No,Two Year,None,None,Credit Card,3,3,1,3,2,24.2,0
Yes,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,1,1,3,6,7,103.95,0
No,No,Two Year,None,None,Credit Card,3,0,0,4,1,20.25,0
No,No,Month-to-Month,None,Offer E,Mailed Check,3,0,0,1,1,20.05,1
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,0,3,2,0,5,69.15,0
No,Yes,Month-to-Month,Fiber Optic,Offer C,Credit Card,4,1,2,3,4,85.2,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,4,0,0,3,5,99.85,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Credit Card,4,0,0,0,6,95.1,1
No,Yes,Month-to-Month,DSL,Offer C,Credit Card,0,0,0,3,4,54.15,1
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,1,1,3,2,5,80.5,0
No,No,Month-to-Month,None,None,Mailed Check,2,0,0,2,1,19.9,0
No,No,Month-to-Month,Cable,None,Bank Withdrawal,0,1,1,0,2,44.6,1
No,Yes,Month-to-Month,Cable,Offer D,Mailed Check,3,0,0,2,3,31.1,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,1,4,6,105.0,1
No,Yes,One Year,None,Offer D,Mailed Check,3,0,0,2,1,19.7,0
Yes,Yes,Two Year,Fiber Optic,None,Credit Card,4,0,0,6,7,116.1,0
No,Yes,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,3,1,2,4,4,95.4,0
No,Yes,Two Year,None,None,Credit Card,1,0,0,4,1,20.55,0
No,No,Month-to-Month,DSL,None,Bank Withdrawal,3,0,0,0,3,45.35,1
No,Yes,Month-to-Month,None,Offer C,Mailed Check,2,0,0,3,1,20.15,0
No,No,Two Year,None,None,Bank Withdrawal,4,0,0,0,1,19.2,0
Yes,No,Two Year,Cable,Offer B,Bank Withdrawal,0,2,3,5,4,34.2,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,0,3,69.6,1
Yes,Yes,One Year,DSL,None,Bank Withdrawal,1,1,1,4,6,59.85,0
No,No,Two Year,None,None,Credit Card,0,3,2,5,1,20.0,0
Yes,Yes,Two Year,Cable,None,Bank Withdrawal,0,3,2,6,6,83.3,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,5,4,85.45,1
No,Yes,Two Year,None,None,Credit Card,3,0,0,6,2,25.8,0
No,No,Two Year,DSL,Offer E,Mailed Check,4,0,0,0,4,49.95,0
Yes,No,Two Year,DSL,Offer A,Credit Card,2,1,3,6,7,92.3,0
Yes,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,2,4,93.85,1
Yes,Yes,One Year,Fiber Optic,None,Credit Card,1,1,3,6,5,96.9,0
No,Yes,One Year,Fiber Optic,None,Credit Card,1,0,0,2,4,74.65,0
Yes,No,Month-to-Month,DSL,None,Bank Withdrawal,3,2,1,4,5,40.2,1
No,No,Month-to-Month,DSL,None,Bank Withdrawal,3,1,2,2,3,54.6,0
Yes,Yes,Month-to-Month,DSL,Offer B,Credit Card,1,0,0,5,4,50.55,0
No,No,Two Year,None,None,Credit Card,3,2,1,4,1,20.05,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,1,0,6,6,104.15,1
Yes,Yes,One Year,Fiber Optic,Offer B,Bank Withdrawal,2,1,2,4,6,104.45,0
No,Yes,Two Year,DSL,None,Bank Withdrawal,1,2,3,3,3,40.55,0
No,Yes,Month-to-Month,DSL,Offer E,Bank Withdrawal,1,0,0,0,2,34.7,1
No,No,One Year,DSL,None,Credit Card,0,3,2,5,4,60.6,0
No,No,Month-to-Month,DSL,None,Credit Card,1,0,0,2,2,25.15,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,4,0,0,2,5,78.95,1
No,Yes,Month-to-Month,Fiber Optic,Offer E,Mailed Check,0,0,0,0,3,74.6,1
No,No,Month-to-Month,None,Offer E,Bank Withdrawal,3,0,0,1,1,20.15,0
Yes,No,Month-to-Month,DSL,Offer D,Bank Withdrawal,0,1,3,2,3,28.5,0
Yes,No,Month-to-Month,DSL,Offer B,Credit Card,2,0,0,4,5,54.55,0
No,No,Month-to-Month,None,None,Credit Card,2,0,0,1,1,19.2,0
No,No,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,2,0,0,4,5,98.05,0
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,0,0,0,4,6,87.25,1
No,No,Two Year,None,Offer A,Bank Withdrawal,2,1,3,6,2,25.25,0
No,No,One Year,Fiber Optic,Offer C,Bank Withdrawal,3,3,3,4,5,100.0,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,1,1,1,0,4,91.5,1
No,No,One Year,None,None,Credit Card,0,1,2,1,1,20.1,0
No,Yes,Month-to-Month,Fiber Optic,Offer C,Credit Card,3,0,0,3,5,88.95,0
No,No,Month-to-Month,Cable,Offer B,Bank Withdrawal,2,1,3,5,3,30.4,0
No,No,Month-to-Month,Cable,Offer E,Credit Card,1,0,0,0,3,44.55,0
No,No,One Year,None,None,Credit Card,0,0,0,3,1,20.35,0
No,No,Month-to-Month,None,Offer E,Mailed Check,3,0,0,0,1,19.65,1
No,No,Month-to-Month,None,None,Mailed Check,0,0,0,0,1,19.1,0
Yes,No,Two Year,Cable,Offer B,Credit Card,3,0,0,6,7,86.45,0
No,No,Two Year,None,Offer B,Mailed Check,3,0,0,5,1,18.7,0
Yes,No,One Year,DSL,None,Bank Withdrawal,3,0,0,3,5,64.35,0
No,No,Month-to-Month,DSL,None,Bank Withdrawal,3,1,1,2,4,57.45,1
Yes,No,One Year,DSL,None,Credit Card,1,1,3,3,4,48.7,0
Yes,No,Month-to-Month,DSL,None,Bank Withdrawal,3,0,0,2,5,59.2,0
No,No,Month-to-Month,DSL,None,Bank Withdrawal,2,0,0,1,2,25.05,0
No,Yes,One Year,None,Offer C,Credit Card,0,0,0,3,1,20.65,0
No,Yes,Month-to-Month,DSL,Offer B,Credit Card,3,0,0,4,4,50.15,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,3,4,6,94.4,0
No,Yes,Two Year,None,Offer A,Credit Card,1,0,0,6,1,20.8,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,1,6,94.0,1
No,Yes,Two Year,Fiber Optic,Offer B,Bank Withdrawal,2,1,3,6,6,94.1,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,1,2,3,71.8,1
Yes,Yes,Month-to-Month,DSL,Offer C,Credit Card,2,3,0,3,6,59.45,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,0,3,69.55,1
Yes,No,One Year,Cable,None,Credit Card,3,2,0,3,4,34.05,0
No,No,One Year,Fiber Optic,None,Credit Card,1,0,0,6,4,90.45,0
No,No,Month-to-Month,Cable,None,Mailed Check,1,0,0,0,4,49.25,0
No,No,Two Year,None,None,Credit Card,1,2,2,2,2,25.25,0
No,Yes,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,4,1,1,4,4,84.1,1
Yes,Yes,Two Year,Fiber Optic,None,Credit Card,0,2,2,6,8,116.8,0
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,1,0,0,0,4,50.5,1
No,No,Two Year,None,Offer B,Bank Withdrawal,3,0,0,4,1,20.05,0
Yes,Yes,Month-to-Month,Fiber Optic,Offer E,Credit Card,3,0,0,0,4,86.05,0
Yes,No,Month-to-Month,Cable,Offer E,Mailed Check,0,1,1,1,7,65.0,1
No,No,One Year,Fiber Optic,Offer A,Credit Card,0,1,2,6,7,109.15,0
Yes,Yes,Month-to-Month,Cable,None,Bank Withdrawal,4,0,0,4,3,55.8,1
No,Yes,Two Year,Fiber Optic,Offer B,Bank Withdrawal,4,0,0,6,5,99.1,0
No,No,Month-to-Month,DSL,None,Bank Withdrawal,3,2,2,3,5,64.4,0
Yes,No,Month-to-Month,DSL,None,Credit Card,0,2,1,1,4,50.7,0
No,No,Two Year,None,Offer D,Credit Card,1,2,1,2,1,20.9,0
Yes,Yes,Month-to-Month,DSL,Offer B,Credit Card,2,0,0,5,6,59.75,1
No,No,One Year,None,None,Credit Card,0,1,3,5,1,20.35,0
No,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,3,1,1,6,7,111.3,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,2,3,3,3,85.45,0
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,2,0,0,0,3,56.25,1
No,No,One Year,None,None,Credit Card,3,1,3,3,1,19.6,0
Yes,Yes,Two Year,DSL,Offer A,Credit Card,1,1,3,6,8,80.1,0
No,No,Two Year,Fiber Optic,None,Bank Withdrawal,1,1,3,6,7,109.25,0
No,Yes,Two Year,None,None,Credit Card,2,0,0,4,2,25.7,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,0,0,2,4,73.55,0
Yes,No,Month-to-Month,Cable,None,Credit Card,1,2,3,1,4,34.65,0
No,Yes,One Year,Fiber Optic,Offer B,Credit Card,3,1,1,6,5,81.2,0
Yes,Yes,Two Year,Cable,None,Credit Card,3,3,3,5,6,61.3,0
Yes,No,One Year,DSL,Offer C,Credit Card,3,0,0,3,3,30.15,0
No,No,Month-to-Month,None,None,Credit Card,1,3,0,0,1,19.25,1
No,No,Two Year,None,None,Mailed Check,2,2,2,2,2,25.1,0
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,4,1,1,0,2,24.8,1
No,No,Month-to-Month,DSL,None,Bank Withdrawal,0,1,1,0,3,30.2,1
No,Yes,One Year,None,None,Credit Card,3,1,0,0,1,20.4,0
No,Yes,Month-to-Month,DSL,None,Credit Card,2,0,0,0,4,50.1,1
No,No,Month-to-Month,DSL,None,Mailed Check,2,0,0,1,2,25.5,1
No,Yes,One Year,None,Offer C,Bank Withdrawal,2,2,1,3,1,20.1,0
No,No,Two Year,None,Offer D,Mailed Check,2,0,0,2,1,19.75,0
No,Yes,Two Year,Fiber Optic,Offer B,Bank Withdrawal,4,1,3,4,5,89.2,0
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,0,0,0,0,3,55.0,1
No,No,One Year,Cable,None,Credit Card,4,1,2,3,4,60.7,0
No,No,One Year,None,Offer D,Bank Withdrawal,0,0,0,2,1,20.4,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,0,5,77.95,1
No,No,One Year,None,Offer E,Credit Card,0,1,3,1,1,19.9,0
No,No,Month-to-Month,DSL,Offer E,Bank Withdrawal,4,1,1,0,3,40.2,1
Yes,Yes,Month-to-Month,DSL,None,Credit Card,0,0,0,0,4,50.15,0
No,No,Month-to-Month,None,None,Bank Withdrawal,0,2,1,4,1,19.35,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,1,3,73.8,0
No,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,2,0,0,0,3,90.6,1
No,No,Month-to-Month,Fiber Optic,Offer C,Credit Card,3,0,0,3,4,75.35,1
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,0,0,0,1,4,86.8,1
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,6,7,109.4,0
No,No,Month-to-Month,None,None,Mailed Check,0,2,0,1,1,19.95,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,2,0,0,2,5,101.35,1
No,No,Month-to-Month,Fiber Optic,Offer B,Credit Card,3,0,0,6,5,89.2,0
Yes,No,Month-to-Month,DSL,None,Bank Withdrawal,1,2,3,5,6,61.75,0
No,Yes,One Year,Cable,None,Bank Withdrawal,1,0,0,2,2,64.9,0
Yes,Yes,Month-to-Month,Cable,None,Mailed Check,1,0,0,0,6,43.25,1
No,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,0,0,0,3,68.65,1
Yes,No,Two Year,DSL,None,Bank Withdrawal,0,1,3,6,5,54.5,0
Yes,No,Two Year,Cable,Offer A,Credit Card,4,1,2,6,7,84.45,0
No,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,2,1,1,0,2,70.0,1
No,No,One Year,None,Offer C,Bank Withdrawal,3,2,0,3,2,25.35,0
No,Yes,Two Year,DSL,None,Credit Card,4,1,2,6,2,49.45,0
No,No,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,0,1,1,5,6,103.7,1
Yes,Yes,Two Year,DSL,Offer A,Credit Card,3,1,3,6,7,82.65,0
Yes,Yes,One Year,DSL,None,Credit Card,0,1,3,5,5,75.4,0
No,No,Two Year,None,None,Credit Card,1,0,0,5,1,19.65,0
No,No,Month-to-Month,Fiber Optic,None,Credit Card,3,0,0,2,5,101.3,0
Yes,No,One Year,DSL,Offer C,Credit Card,3,1,1,4,6,80.3,1
No,No,Month-to-Month,DSL,None,Credit Card,2,0,0,2,2,24.9,0
No,Yes,One Year,Fiber Optic,Offer A,Credit Card,2,1,1,6,5,102.45,1
Yes,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,1,2,0,6,6,86.8,0
No,Yes,Two Year,Fiber Optic,None,Credit Card,4,0,0,1,3,69.95,0
No,Yes,One Year,Fiber Optic,None,Credit Card,0,1,1,4,3,95.2,0
No,Yes,Two Year,Cable,Offer B,Credit Card,2,1,1,6,6,60.15,0
No,Yes,One Year,Fiber Optic,Offer B,Bank Withdrawal,0,0,0,6,6,103.95,0
No,Yes,One Year,Fiber Optic,None,Credit Card,3,3,2,5,6,105.2,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,0,0,0,3,3,79.85,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,0,0,0,0,4,72.2,1
Yes,Yes,One Year,DSL,None,Bank Withdrawal,4,1,2,2,5,79.2,0
No,Yes,Two Year,Fiber Optic,Offer E,Bank Withdrawal,4,0,0,0,4,94.85,0
No,No,One Year,None,None,Mailed Check,3,0,0,2,1,20.2,0
Yes,Yes,One Year,DSL,Offer D,Credit Card,2,1,2,2,4,64.15,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,0,5,88.85,1
Yes,Yes,Two Year,Cable,None,Mailed Check,0,0,0,1,5,63.4,0
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,0,0,0,0,2,55.25,0
No,Yes,One Year,Fiber Optic,None,Credit Card,4,1,3,6,6,97.95,0
No,Yes,Two Year,DSL,None,Bank Withdrawal,2,1,1,6,4,54.6,0
Yes,No,Two Year,DSL,None,Credit Card,2,3,1,5,8,71.6,0
No,No,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,2,1,3,2,4,92.6,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,0,4,75.1,0
No,Yes,Month-to-Month,DSL,Offer E,Bank Withdrawal,3,3,1,0,4,50.9,1
No,No,One Year,None,Offer C,Credit Card,0,0,0,4,1,19.9,0
No,No,One Year,None,Offer D,Credit Card,2,0,0,2,1,20.3,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,0,0,0,3,78.95,1
No,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,3,1,3,5,6,103.85,1
No,No,Month-to-Month,None,None,Credit Card,2,0,0,0,1,19.65,0
Yes,No,One Year,Fiber Optic,None,Bank Withdrawal,4,1,3,3,5,90.1,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,4,0,0,0,4,74.2,1
No,No,Month-to-Month,Cable,None,Bank Withdrawal,0,0,0,0,4,57.55,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,3,1,3,5,106.9,0
Yes,Yes,Two Year,DSL,None,Credit Card,2,1,3,6,6,61.35,0
No,Yes,Two Year,DSL,None,Credit Card,4,0,0,2,3,29.35,0
Yes,Yes,Two Year,Cable,None,Bank Withdrawal,2,1,3,6,8,87.1,0
No,Yes,Month-to-Month,Cable,None,Credit Card,1,0,0,0,5,54.35,0
No,Yes,Two Year,None,None,Credit Card,2,0,0,6,1,19.2,0
No,No,Two Year,None,None,Credit Card,1,2,3,6,1,19.65,0
Yes,Yes,Month-to-Month,DSL,None,Bank Withdrawal,0,2,3,1,5,65.15,0
Yes,No,One Year,DSL,None,Bank Withdrawal,3,0,0,5,4,44.1,0
Yes,Yes,Two Year,DSL,Offer A,Credit Card,0,2,0,6,7,76.9,0
Yes,No,Two Year,DSL,Offer A,Bank Withdrawal,3,1,3,6,7,66.85,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,0,1,2,5,7,111.8,0
No,No,Two Year,None,Offer B,Credit Card,3,2,3,6,1,20.05,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,4,1,3,5,3,70.65,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,2,0,0,2,80.65,1
No,No,Month-to-Month,Cable,None,Credit Card,1,0,0,0,4,49.05,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,4,1,2,3,5,100.8,0
Yes,Yes,Two Year,Fiber Optic,Offer A,Credit Card,1,1,3,6,7,110.9,0
No,Yes,Two Year,Fiber Optic,Offer B,Bank Withdrawal,2,3,0,6,6,104.1,0
No,Yes,Month-to-Month,DSL,None,Credit Card,3,3,1,1,5,55.3,0
No,No,Month-to-Month,Fiber Optic,Offer D,Credit Card,0,1,1,2,4,89.65,1
No,Yes,Month-to-Month,Fiber Optic,Offer B,Credit Card,1,3,3,5,5,90.4,0
Yes,No,Two Year,DSL,Offer B,Bank Withdrawal,1,0,0,6,5,39.6,0
Yes,Yes,Two Year,Cable,None,Credit Card,1,2,2,2,5,39.4,0
No,No,Month-to-Month,DSL,None,Credit Card,0,0,0,0,3,53.4,1
No,No,Two Year,None,Offer D,Credit Card,2,0,0,2,2,26.25,0
Yes,Yes,One Year,Cable,Offer B,Credit Card,3,2,3,5,6,59.3,0
Yes,No,Two Year,DSL,Offer A,Bank Withdrawal,2,1,3,6,7,92.0,0
No,Yes,Two Year,DSL,None,Bank Withdrawal,3,0,0,6,5,80.65,0
Yes,No,Two Year,Cable,None,Bank Withdrawal,1,2,3,4,5,75.2,0
No,No,Two Year,Fiber Optic,Offer C,Credit Card,0,1,3,4,6,94.3,0
No,No,Month-to-Month,Fiber Optic,Offer E,Credit Card,1,0,0,0,5,80.1,1
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,0,1,1,6,7,107.65,0
Yes,Yes,Two Year,DSL,None,Bank Withdrawal,2,1,2,6,5,79.35,0
No,Yes,Month-to-Month,None,None,Mailed Check,0,0,0,0,2,24.05,1
No,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,3,3,2,4,5,92.55,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,3,5,80.45,0
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,1,1,3,6,7,99.35,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,0,5,91.85,1
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,1,1,0,3,70.4,1
No,Yes,One Year,None,None,Mailed Check,2,0,0,2,1,20.5,0
Yes,Yes,Two Year,Cable,Offer B,Credit Card,3,1,2,4,7,84.35,0
No,No,One Year,None,Offer D,Bank Withdrawal,3,2,1,2,1,20.25,0
No,Yes,One Year,Fiber Optic,Offer A,Bank Withdrawal,0,1,1,6,6,104.05,1
No,No,Two Year,None,Offer A,Credit Card,3,2,3,6,1,19.7,0
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,4,0,0,1,2,44.4,0
No,Yes,One Year,DSL,Offer B,Bank Withdrawal,0,1,3,5,5,65.65,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,0,0,5,5,104.9,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,1,3,80.85,1
No,Yes,Month-to-Month,Fiber Optic,Offer E,Credit Card,1,1,1,0,4,74.75,1
No,No,One Year,Cable,None,Credit Card,0,0,0,2,3,44.6,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,0,0,4,74.7,1
No,Yes,Two Year,Fiber Optic,Offer E,Bank Withdrawal,4,0,0,1,2,79.55,0
No,No,One Year,None,None,Bank Withdrawal,0,3,2,4,1,20.0,0
Yes,Yes,Two Year,DSL,None,Bank Withdrawal,1,0,0,3,5,49.85,0
Yes,Yes,Month-to-Month,Cable,Offer E,Bank Withdrawal,4,1,1,0,4,49.55,1
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,3,0,0,2,4,93.2,0
No,No,Two Year,None,None,Bank Withdrawal,3,2,1,6,1,20.3,0
No,Yes,Two Year,None,None,Bank Withdrawal,0,2,1,2,2,24.9,0
No,Yes,Two Year,Cable,None,Credit Card,4,0,0,1,4,51.3,0
No,Yes,Month-to-Month,Cable,Offer E,Credit Card,2,1,2,0,3,44.6,1
No,No,Month-to-Month,DSL,None,Credit Card,0,2,1,0,3,65.7,1
No,Yes,Two Year,Fiber Optic,Offer B,Bank Withdrawal,4,1,3,6,4,99.0,0
No,No,One Year,Fiber Optic,Offer B,Bank Withdrawal,2,1,3,5,5,99.4,0
No,No,Month-to-Month,None,Offer D,Credit Card,2,0,0,2,1,19.45,0
Yes,Yes,Month-to-Month,DSL,None,Bank Withdrawal,2,2,0,4,5,40.45,0
No,Yes,Month-to-Month,None,None,Credit Card,0,1,3,0,1,19.6,0
No,No,Month-to-Month,None,None,Credit Card,3,1,0,1,1,20.35,0
No,No,Month-to-Month,DSL,None,Bank Withdrawal,3,1,2,3,3,49.9,0
No,No,Two Year,None,None,Bank Withdrawal,0,1,2,6,2,24.45,0
Yes,No,One Year,DSL,None,Credit Card,2,1,3,3,7,66.15,0
No,No,One Year,None,None,Credit Card,4,0,0,3,1,19.8,0
No,No,Two Year,None,None,Mailed Check,3,2,3,4,1,19.35,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,1,3,1,3,89.0,0
No,No,Two Year,None,None,Bank Withdrawal,2,3,2,2,1,20.3,0
No,No,Month-to-Month,Fiber Optic,Offer D,Credit Card,2,0,0,2,5,89.95,0
Yes,No,Two Year,Fiber Optic,Offer B,Bank Withdrawal,3,1,3,5,5,80.3,0
Yes,Yes,One Year,DSL,None,Bank Withdrawal,1,3,3,2,6,70.35,0
Yes,Yes,One Year,Cable,Offer C,Credit Card,0,1,3,3,6,58.45,0
Yes,No,Two Year,DSL,Offer B,Bank Withdrawal,3,0,0,4,6,81.65,0
No,Yes,Month-to-Month,Cable,None,Credit Card,1,0,0,0,3,45.8,0
No,No,Month-to-Month,None,None,Credit Card,3,3,3,0,1,19.2,0
Yes,Yes,Month-to-Month,DSL,None,Credit Card,0,0,0,3,5,76.15,0
Yes,Yes,Month-to-Month,DSL,Offer D,Mailed Check,3,0,0,2,7,61.65,1
Yes,Yes,One Year,DSL,Offer A,Credit Card,4,0,0,6,7,63.85,0
No,No,Two Year,None,Offer B,Bank Withdrawal,2,0,0,5,1,19.7,0
No,No,Two Year,None,Offer A,Credit Card,1,1,1,6,1,19.4,0
No,No,One Year,DSL,None,Credit Card,0,0,0,4,6,85.1,0
Yes,Yes,One Year,Cable,None,Bank Withdrawal,0,1,3,3,5,54.95,0
Yes,No,Month-to-Month,Cable,None,Bank Withdrawal,0,2,1,1,3,50.55,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Credit Card,2,0,0,2,6,104.05,1
Yes,No,One Year,DSL,None,Credit Card,2,0,0,4,5,54.45,0
No,No,Month-to-Month,None,Offer E,Credit Card,2,0,0,0,1,20.4,0
No,Yes,One Year,Fiber Optic,None,Credit Card,1,1,2,6,4,95.65,0
Yes,Yes,One Year,DSL,None,Credit Card,2,1,2,3,7,75.5,0
Yes,Yes,One Year,Fiber Optic,Offer B,Credit Card,0,0,0,4,6,95.65,0
Yes,No,Month-to-Month,DSL,Offer E,Credit Card,2,1,2,1,4,34.2,0
No,Yes,One Year,DSL,Offer B,Credit Card,3,1,1,5,4,56.3,0
Yes,Yes,Two Year,DSL,Offer A,Bank Withdrawal,4,0,0,6,7,64.55,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,0,0,0,2,71.25,0
No,No,Two Year,Cable,Offer A,Bank Withdrawal,2,1,2,6,5,58.25,0
No,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,2,2,3,5,5,91.55,0
No,No,Month-to-Month,None,None,Credit Card,2,0,0,0,1,19.05,0
No,Yes,Month-to-Month,Cable,None,Bank Withdrawal,3,2,3,2,4,49.6,0
No,No,Month-to-Month,DSL,Offer D,Bank Withdrawal,3,0,0,1,5,53.75,1
No,Yes,One Year,Cable,None,Credit Card,0,0,0,1,3,49.25,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,3,0,0,1,3,85.3,0
Yes,Yes,Two Year,DSL,Offer A,Credit Card,3,1,3,6,8,91.25,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,3,1,1,6,5,107.5,1
No,No,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,3,0,0,1,4,95.2,1
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,3,0,0,0,3,80.1,0
No,No,Month-to-Month,None,Offer E,Bank Withdrawal,2,0,0,0,1,19.75,1
No,No,Month-to-Month,Cable,Offer D,Credit Card,1,0,0,2,4,34.0,0
No,No,Month-to-Month,None,Offer D,Credit Card,0,0,0,2,1,20.1,0
Yes,Yes,One Year,DSL,None,Bank Withdrawal,2,0,0,4,8,90.6,0
Yes,Yes,Month-to-Month,DSL,None,Credit Card,0,0,0,0,4,35.45,1
Yes,No,One Year,DSL,None,Bank Withdrawal,3,0,0,4,7,84.1,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,1,1,1,0,3,80.3,1
No,No,Month-to-Month,None,Offer D,Bank Withdrawal,1,0,0,2,2,25.0,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,2,1,1,1,5,99.5,1
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,0,0,5,7,110.75,0
Yes,No,One Year,DSL,Offer B,Credit Card,3,1,1,4,5,56.1,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,0,0,0,0,3,70.25,1
No,Yes,Month-to-Month,None,Offer E,Credit Card,3,1,2,0,1,19.9,0
